label,review
1,"Lost and Found . For those of you unfamiliar with JSS,he has been around for many years with Yngwie,Talisman,and most recently Journey. He is a very talented,yet underrated vocalist. This is an extremely impressive effort that any fan of the Melodic Rock scene would be glad to own. Give it a listen. You will be glad that you did."
0,"NO . There's not much wrong with this film, but it has changed the way I watch films forever. Previously I had laughed at the misrepresentation of other peoples misery in films, its portrayal as not really being as bad as the sufferer says it is. I'm sure most of us have at some time or another laughed at the misfortunate medical circumstances of others as represented on film. But after seeing this film I now feel ashamed and angry at the effect that films can have on the way society thinks of and treats people.Jack Nicholson, if you're going to play a character suffering from obsessive compulsive disorder and phobias HAVE THE DECENCY TO RESEARCH THE CONDITION AND PUT SOME EFFORT INTO CONVEYING THE MISERY IT BRINGS, rather than just playing it half-heartedly for laughs."
1,"True Value Superstore Pelonis B-6A1 ceramic heater . The the Pelonis B-6A1 ceramic heater is an excellent product. The folks that own and operate True Value Superstores on Amazon.com are Top Quality people. I appreciate their effort to achieve customer satisfaction, and products at an exceptional price."
1,"Like nothing else... . except maybe Jeanette Winterson's ""Written on the Body."" I felt deeply pulled in by this novel, which unfolds slowly and bathes you in an incredibly intoxicating, emotional mist. It is highly erotic and engrossing, and one of the only well written and overtly bisexual works of fiction. The only failure here is the ending which becomes a little too melodramatic and (I think) untrue to at least one of the characters. But the quality of language, plot, and character are very, very high. I took it in while I was recovering from a break-up and the relationships in Searle's book were enough to distract me. I consider it my rebound (without the consequences). Please read this book."
0,"Failure to Entertain . This is one of those movies that you watch and then, within a few days, you forget about.Sarah Jessica Parker plays Paula, a ""launcher"" or something. Parents hire Paula to coax their adult children into leaving home and getting a place of their own. Sound stupid enough for you already?Paula is hired by the parents of Tripp (Matthew McConaughey) and the story is about how, during the course of her employment, she falls in love with him, and he with her. There are a very few laughs along the way.Some might call this a ""chick flick"" but my wife (who is a fan of Sarah Jessica Parker and ""Sex and the City"") didn't like it either."
1,"Possibly the best TV show ever . I just finished watching Six Feet Under on Bravo. All I can say is, thank God for Bravo replaying the series! I never watched it while it was on HBO but now that I have a DVR I made sure to DVR the entire series. I just watched the final episode last night. I cannot tell you how much this series touched me. It really gave me insights into both life and death. I grew to love the characters and could identify with a lot of things about them. They made me look at my own life in a new way.The final three episodes are the best three episodes of any TV show, ever. I seriously spent almost the entire last three episodes crying. They were so wonderful and I LOVED the ending of the very last episode. As stated by previous commenters, it was the best ending of a series EVER! I want to own this DVD set just so I can watch the last three episodes again and again. I highly recommend this DVD and the entire series!"
0,Material and cut questionable . I have worn Levis for years. This style does not fit in a similar fashion to previous 569's. The material also feels extremely thin and not as durable as their previous lines. I would not recommend these jeans.
1,shimmer bag . I have just received this bag today and I absolutely love it! The color is exactly as it appears on the website! It was the exact color I was looking for and it is beautiful!
1,"Difficult decision . Excellent! This really is a great collection of mixes. When I pop this one in my car, I find it hard to decide which one to start with. Here's me thinking: ""Let's see, I'll start with... the original version, NO WAIT! number three, NO TWO! FOUR, I meant FOUR! NO TWO!!!..."" No wonder I'm always late for work - I spend half my day dancing in the car. A must-have for those who like remixed k.d."
1,"AIR POLLUTION DESIGN . This book is an excellent choice for engineers trying to design and model air pollution control plants, equipment and processes.It also gives useful details on installation and operational costs."
1,"My children love this CD! . The best night time CD for infants, toddlers and young children. All my children listen to this when they fall asleep at night. I start playing this when they are infants and my 9 year old still falls asleep to this CD. It is very soothing."
0,"A piece of junk . Don't waste your money to buy this battery!!!!!!Even it is fully charged, it only able to take less than 10 photos or give you message ""please change the battery"". Save your money to buy canon brand which is working a lot better."
1,I love this movie! . My wife got to watch this movie with me and my mom for the first time. She had never heard of it before! She was impressed with all the singing and dancing in the movie and even had me pause so she could learn some of the dancing in it. lol
0,"what the!!!??? . This cd is not good. I think that R Kelly could do way better. I bought this cd on hope that it would be some bomb @#$ R Kelly @&%!. When I got in my car and started listening to this mess I was disapointed. I'm a 25 yr old woman and this cd does not appeal to me at all. R Kelly is too old to be puttin mess like this out.I dont even think Usher would take this route. Best song on the cd is ""Imma flirt"".The song ""Same Girl"" is not tight. Usher should slap hisself for saying yes to the song. Note to R Kelly:Stop making songs with stupid induendos. It was tight at first but its stupid now. make a better cd next time."
0,"Skip it . Each chapter in the book shows making of another model, from beginning to end. Each model is of a German vehicle, and that's how the book got its title. All in all it seems just coincidental - the book would be no better or worse if it was not the case.The book is definitely targeted at beginners, and it does an OK job, but nothing more. Some advice seems questionable - for example preshading with a Sharpie; in my experience it'll seep from underneath any kind of paint.Overall the book was disappointing for me. It may be of some use for a beginner, but that's about it."
1,"Cool,Cool,Cool! . This is absolutely cool. I am overclocking Quad6600 from 2.4 to 3.6. And I am using this machine to simulate numerical analysis using parallelized program. With full power of all processors, the lowest fan speed is enough to control the temperature....Cool, Cool, Cool!"
1,Happy Music! . Raymond McLain is a master of playful bluegrass music. His genius play of strings makes this CD a gem. I can't help but smile when listening to it!
1,"There and back again . All London office worker Richard Mayhew tried to do that evening was help a damsel in distress, but he got more - way more - than he bargained for. Neil Gaiman has spun another magical mystery tour from the elements of the mythological quest paradigm. Underworlds, eternity, horrific beasts to be slain, labyrinths, immortality, heroes and antiheroes - it's all here in modern form, but nothing crucial really changes, does it? Reading this book is like watching a movie in your head. And through it all, the hapless Richard discovers a well of personal courage that he never thought existed. A timeless tale of humanity's existential search told anew, skillfully written and highly recommended. It's a trip!"
1,"Great book for anyone. . This book was required reading for my up and coming 6th grader. She hates to read, but this book has been a riot. She is not into Barbie, pink or much girly stuff. Fortunately, neither is Catherine. She and my daughter have a lot in common. I would highly recommend this book for all girls. If the boys can get past the sprinkling of puberty stuff they will like her antics too."
0,"Who designed this? . This is a very poorly designed product, especially considering it is far more expensive than most sets I have bought before. The clips that hold the curlers in place are huge, there is no where convenient to put them like the small metal ones. They are heavy and feel clumsy on my head. There is no where nice to grab the curlers so I burn my fingers sometimes. I guess it heats up fine, but they are so difficult to deal with that I have yet to get a nice curl."
0,"TOO LOUD!!! . Cute turtle, but way too loud! There's no volume control and the pieces are hard to get to stay in the spaces on the turtle. Give it 5 minutes and you'll get sick of hearing ""SHAPES, ANIMALS,COLORS!"" Yard sale, here it comes..."
1,"Great book . My son and I love reading this book together. He adores the pictures, the rhyming text, and all the animals portrayed in the book. A great read for all ages!"
0,"Beautiful writing, but very slow . In spite of my only chosing 2 stars for the book, I can see why ""The Light Ages"" was chosen for the World Fantasy Award. Macleod obviously is an experienced and careful writer, and his depictions of the town of Bracebridge and the lives of the people there are so well done that I could almost see the individuals he described.That said, though, I was not able to finish the book because the action is so slow moving. Macleod loves his descriptions of the people and the work of removing aether from the ground, but he spends so much time on those depictions that the narrative just creeps along. I finally gave up, even though I enjoyed reading about the world Macleod was creating, because I felt it was taking too long to get to the action."
1,"Revealing and informative . A very scholarly, well researched exposure of the real meaning of the scriptures, eliminating much of the esoteric meanings in the obscure, ambiguous and seemingly contradictory passages and enlightening us as to the meaning of terms in use at that time. By paralleling the recorded history of the times and the written word of the gospels we are ably guided to concur with the author that the apocalypse is a fait accompli. The bible and gospels should be understood not with the modern accepted meaning of the word but that of the meaning in use at the time of the writing. A fascinating, well written, book that is sure to captivate your attention. Highly recommended to searchers of the truth whether you be a bible reader or not.Louis H. Lafontaine, Eng."
1,"The Ambiguity of Genius . Laura Nyro was a gifted song writer and I loved the sound of her voice. If she was guilty of suicidal screeching, as has been suggested by some, what does that say about every other over paid rock diva? But honestly, this album has always left me a bit chilled. The landscape is bleak. There is a good groove going on Lucky, I never understood 'Dig those potatoes.' I wish I could have been there to talk her out of that line. Timer has wonderful potential, but oh that introduction. The recording of Sweet Blindness, endearing song, is a mess. There are under-appreciated gems here, December's Boudoir and The Confession. Don't dismiss this album out of hand, no artist could make a more penetrating statement about urban life. Some say it took them years to ""Get"" Laura Nyro. She grabbed me on my first hearing as a young teen-ager and never let go. If there is a more gifted singer-song writer out there, I don't know who it is."
0,Not happy with pendant . It was much smaller that I anticipated. So small can't see guardian angel on pendant. Very disappointed. The pendant had to be magnified to be able to take a picture.
0,"Connector is inadequate for a car installation . I purchased this car holder for my z520a phone. The connector on the bottom of this car holder is completely inadequate for a car installation. A slight bump of the wire, or taking a turn too quick will cause the connector to come loose. The Sony Ericsson engineers should have known better."
0,Don't buy this Adaptor . to any Playstation 2 owner do not buy this adaptor for your PS2 because it will mess up the system and it won't let you play DVD's or DVD-ROM games.it is also recommended by the Sony company that made the PS2 and PSone to not to use this adaptor only use the adaptor that has the Sony Playstation 2 or Sony Playstation logo on the adaptor.
1,Highly Relevant . The issues that prompted this film remain. Nothing has changed and that's what's scary. Charlton Heston as himself gives a frightening performance.
1,"Excellent movie! . I love this movie! The story line, the actors, the music are all excellent! This movie/play was created during the time when the Vietnam War was slowly coming toward an end.The songs compliment the political atmosphere in that era, and they certainly fit in today with what has been going on in D.C. for the past eight years. Yes, I'm including both Congress and the White House, ""Piddle, twiddle, and resolve, not one thing is ever solved"" fits what has been going on with Democrats and Republicans to a 'T'.Speaking of ""Piddle, twiddle, and resolve"" the only disappointment I have with this DVD is that the diector didn't include the full version of the song. You can find the full version on the CD of ""1776"" but not on this DVD.Other than that, excellent movie!"
1,good new jack swing . hard to believe this is 20 years old. I was grooving to this jam a whole lot back in the day. he hit some serious notes on this New Jack Swing inspired groove and Jam. the remix was cool as well.i bought the tape back in the day and wore this cut out.
1,"Unlimited power . I think that this book has helped me greatly to become a better person, see the glass half full, have a more positive opinion towards myself and others, and make me feel happier everyday. It would definitely help some one who has low self esteem issues. Very well written."
0,"a waste of money . I bought this product due to the sloping seats in my Dodge Caravan and thought that it was going to be very useful. Boy, was I wrong. When I tried to put this under my infant carseat it brought the carseat so far away from the back of the seat that I was unable to safely buckle it. There was no way to get a tight fit for the carseat using the 1 inch rule. (the carseat should not move more than 1 inch in any direction) I again tried to use the leveler when we converted to a convertible carseat,and yet again no luck. I recommend the poll noddles, they are much easier to use and a fraction of the cost."
1,"An exception to the rule... . ...that self titled albums are a band's best. While this album is by no means poor, there is certainly nothing fundamentally wrong with it, it does not compare to their debut ""Up the Bracket"". However, the album is built on the strained relationship between the creative core of the band, Pete Doherty and Carl Bart. This tense writing style is epitomised by the album's flagship song, ""Can't Stand Me Now"".I think that while this record is definitely worthy of any self respecting collection, if I could only buy one Libertines' album, this would not be it."
1,Hanna-Mcuen . I had heard one of their songs on GAC and decided to buy the CD just for the heck of it. It was fantistic. I had never heard a first album that was so polished with songs that I fell in love with.
1,"Well-written, very user-friendly and filled with strategies . Our family has made a successful living selling dolls and bears at eBay for the past five years. I wish Donny's book was around when we first started! His strategies are sound, his information is invaluable and his writing style is very user-friendly. By learning and utilizing the information in this book, you can save yourself countless hours of trial and error and add more profit to your pockets. Consider this resource guide an investment in yourself that will pay for itself many times over. See you at eBay!Karen & John Krejcha, PowerSellerseBay: countyourbeansCount Your BeansSan Jose, CAwww.countyourbeans.com"
1,"its a fun movie but not for wiccan seekers of the REAL THING . great movie but it is entertainment, and other than the book shop, and a few tools shown in the movie nothing else is ""TRUE"" be ware witchwannabeeees bright blessings, WW"
1,"Excellent quality dye injector . This tool for injecting dye into R-134a car A/C systems works exactly as it's designed. It uses disposable dye cartidges that are threaded on both end with caps. When you are attaching the plunger and coupler hose, be aware that large end is sealed inside with the piston, but the small end will spill if it isn't held upright when you attach the coupler hose. I was very happy to see that the plunger assembly is entirely made of metal. It only has rubber covers on it.Not sure where it's made, there's no marking I can see. It's a well made injector, though."
1,"nearly perfect. . This mug keeps my coffee or cocoa nice and hot for a long time,and the cap functions wonderfully as far as spill stopping but at the cost of being a complete pain to clean/get the coffee smell out of."
1,"A Reference Book One Dreams About . I used to work in a yarn shop. I have saved so many pamphlets and photo-copied a ton of patterns for sweaters, afghans, etc. that I would never make just to have patterns for the details. This book has helped me declutter! I can't believe that she has all of this in one book. Thank you, thank you, thank you! The patterns from ""Knitting on the Edge"" that I have used have all worked out. I have also easily been able to vary the patterns to work into the piece I was working on. She's made it very simple. And having worked some of the edges in - they really have made the pieces 100% richer looking. (Borrowed it from our library and had to buy my own copy.)"
1,"THE SMITHS BEST CD . I love this CD, to me it's a classic... it brings back memories from high school...some of the melancholy lyrics (like, 'I Know It's Over') can make you feel bad, that it feels good..LOL"
1,coby mp3 . very easy to operate. Downloads well and saving your place is better than others that cost more.
1,"Works Fine, Auto Shut-Off A Big Plus . This coffeemaker works well. It is inexpensive, easy to fill, easy to clean and fairly fast. The only minor drawback is the lack of an externally visible fill level. The internal fill mark is just about impossible to see, so you really have to measure the water you put in. The automatic shut-off is a big plus. I previously had a similar Toastess model (Toastess TFC-326 Personal-Size 1-Cup Coffeemaker, Black) which was also a good coffeemaker. It had an external fill indicator, but it lacked the automatic shut-off. I kept forgetting to turn it off after making coffee, which probably contributed to its early demise."
0,"English Subtitles, please? . I am about 20 minutes into this documentary and find that my interest in watching further is seriously challenged by my inability to understand what the three remaining brothers are talking about. Three middle-aged fellows muttering into their beards or to their feet or to the middle distance do not make riveting storytelling, if one has NO idea what they are saying in their country accents. My enjoyment and understanding would be enhanced 100% if there were subtitles. It's not too late to reach a wider audience...."
1,Fantastic product! . Bought this for my boss who uses 2 hearing aids. He absolutely loves it and it does not interfere with his hearing aids. The volume control is excellent and you don't need to use it on the highest setting it is so powerful. You can also adjust it to accomodate the pitch of different voices. Would highly recommend this product for those who cannot hear well.
0,Ehh... . This book didn't do much for me. Suffer The Children and Protege had me hooked instantly. This book seemed like it took forever to get things going. Some parts were so down-right boring I actually skimmed thru just to see if anything interesting was going to happen.
1,dsfsdfsdfsdfsad . fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa
0,"Very dated material . The Q&A approach adopted in this book is very useful. It would provide for a very useful reference manual on M&A if its content were not so dated. Its discussion of taxes, accounting, and deal structures does not reflect recent changes in rules and M&A practices. It would be helpful if the author would update the material. Other more current and more comprehensive books on the subject that I have found useful include Mergers, Acquisitions, and Other Restructuring activities by Depamphilis and Bruner's M&A book."
1,"Love this Camera . So far I have had no complaints with this camera. It gives me all the manual options I like to have. I love the way it recycles so quickly so I am ready to take another picture. Somtimes the camera is out of focus and I can't quite figure out the problem. Maybe I'm doing something wrong. I'm sure it's a setting that I'm not quite of. With all the options, I sometimes forget what setting I have it on."
0,Dead under a year . The card was good while it lasted but I expected a life cycle of greater than 1 year.
1,Good Card Good Price . Good Mini SD great price also and as always amazon great with getting it to me in a timely manner.
1,Better then the rest!!! . I've tried every one of these flea tick so called stoppers on my Rottie and hands down this stuff works the best and longest out of all of them. Will be buying this stuff from now on.
1,"I couldn't wait to see what happened next in this book! . I stayed up until 1:00 AM to finish it... it was so good, I couldn't wait to see what happened next! At first I thought it would be your typical ""chick"" type book... but it was not at all!!! At the risk of sounding cliche', I must say this book tells a wonderful and inspiring story of love, personal growth, and following your dreams. The NYC references were so fun to read, having lived in NYC myself. The story itself holds a great, positive message, and an interesting twist at the end. I REALLY HOPE to see this come out in a movie! I highly recommend this book!!!"
0,"HORRID HORRID RADIO . This radio is only good for Sirius. The CD player works on a whim and the controls are so tiny it was like they were designed for a mouse. The remote has never worked, even for selecting stations. No FM/AM reception and I live in a major metropolitan area on the east coast. It is far too big and bulky just for the Sirius part. I kept it tucked in a dark corner its infrequent usage warrants.My only regret about the review is that I cannot give it no stars."
0,"Not Very Good . Unlike her husband, Hillary Rodham Clinton has not demonstrated any talent for writing. Her ""Living History"" is really a sad demonstration of her skill or lack of it as an author. If you want to read some well written words try ""My Life"" by Bill Clinton."
1,TTTT Changed my life! . before TTTT my life was an empty pool of mysery. Post tttt It's been roses and sunshine. I can't even describe the joy in my life now. Thank you tttt!
0,"Unfortunately it's just too generic and non-involving. . I was hoping for more given who Simon's father is, but it seems he's gone down the same cheese-filled road that Phil did eventually. I thought that maybe we'd get to experience some of the innovation and originality that Phil had early in his career with early Genesis and his first couple of solo albums, but Simon gives us something that's OK to play in the background yet doesn't hold up to real listening, in my opinion. I'm not intentionally slagging the guy -- it's very apparent that he has talent, but he just doesn't quite have the creative songwriting tools to make it jump out yet."
0,Avoiding Malpractice 10 rules 5 systems 20 cases . This book is only 80 pages and offers suggestions about avoiding malpractice using 20 briefly described cases for purposes of illustration.This book is fairly elementary and offers little unique insight.For such a book I found the cost listed on the book($35.00)incredibly high.
1,"Good Book . He explains stuff really well, I like Johnny McArthur, he is level headed about the Bible and hasn't been blown back and forth by every wind of doctrine. When you are done reading the book it'd be a good gift for someone, because it's actually really pretty looking LOL"
1,"Great little book . This book is exactly what I was hoping for. It has great suggestions for for the modern bride who might be paying for most of the wedding along with her groom to be. Instead of old school rules and focusing on stuff one could care less about, like many of the books I have seen or have purchased.Great book and at a great price. It is not the only book one would need, but it is perfect in addition to another guide or organizer."
0,"Never worked . Little Tikes Bathtime BandI purchased this time for my two toddlers for Christmas. It looked so cute and my 15 month old loves music. It was going to be a surefire hit. Unfortunately it has never worked. We tried new batteries, pouring water simultaneuosly in the cups, one at a time, nothing has worked. As it was Xmas morning, the box is long gone. I wish we had read the reviews. Do not buy this toy unless you want some realy disappointed kids."
1,"Captivating true story but drawn out . The story line of this book is phenomenal. I started thinking it was going to be a quick read because the sample was hard to put down. The authors are very descriptive and there are very little grammatical errors. But, I started to get a little bored about 60% through. The detailing started to seem drawn out and it was difficult for me to finish. The build up to the conclusion was predictable ( in my opinion) which made it even more difficult to finish. I would still recommend the book to anyone who is looking for a detailed and highly researched account of what happened in Juarez during the span of murders."
0,"RTFM - and save twelve bucks! . If you need your info fluffy and pretty, here's your book, but it was cotton-candy to my hunger for bread and meat. I read the whole thing in the Border's parking lot, went back in and exchanged it for some remaindered cookbooks."
0,A waste of trees. . This was just awful. Schlock. Formulaic. Unoriginal. Remaindering is a mercy killing. Not a book to give someone if you want to get them hooked on fantasy fiction.
1,"Very good, although a coupla very famous and popular sketches were omitted from this collection . Not a bad compilation, even though the opera singer sketch and a coupla other oft-played sketches were somehow omitted. Very old clips were still enjoyed -- there were more of them than in more recent years, which were usually in color (from TV guest shots or from concerts)."
0,"not really Mac compatable . I bought this camera because it was advertised to be Mac compatible. Unfortunately, it only works with Mac OS 9 and below, which haven't been produced since 2002 or so. Also, the design of the camera is such that you have to place it at eye level (it doesn't pivot up enough) and yet there's no way to attach it to a laptop. So you have to place it on top of a pile of books or something to have it angle correctly.Too bad. I was hoping it would be an inexpensive camera to use in talking with my husband overseas."
1,"excellent PABLITO . I have to write that this album is the most beautiful from all albums of Pablo. Pablo sings more profeionally. His voice in the song Olvidarte jamás is very preciosa. The best songs are: olvidarte jamás, toda ley, gallo de pelea, se te olvido, vas a entender, como tenerte otra vez... Muchas gracias Pablito"
0,"Don't buy Blu-Ray if you have an Oppo Blu-Ray player (even w/ latest firmware). This disc will not play beyond menu . My Oppo BD-83 blu ray player has never hit a snag in six months of use (even when I was using it during their beta program, it played all DVD's and Blu-Rays). Then it met ""Summer."" The disc started to play a trailer and halted in the middle. Then it jumped to the main menu. There, despite hitting every ""play"" and/or ""select"" button on the remote to advance, it would do nothing except provide the universal circle with the red line through it on the upper left screen. I tried close to 10 times, reloading and so on. Nothing worked. I double-checked live to the Internet for the latest firmware updates. But my player is up to date. When I tried another disc, the player briefly had a problem until I restarted everything again. My player definitely did not like Summer or whatever Fox has put on this disc that is causing the problem. Beware."
0,"Sour grapes from a dramatic former butler. . When I made the mistake of reading this tell-all book,It was clear to me that the writer was very bitter. The book tells us little that shock`s,and seems to have been a means of revenge towards Marlo Thomas. What is also odd, is that not one unkind word is written about Phil Donahue,leading the reader to believe he must not have any say in his own home."
1,"Exciting stuff!! . If you are looking to understand the value of business process simulation from an executive stand-point, this is a great book.Profozich explains through examples and case studies how simulation can help companies make better business decisions and managage necessary changes in their operating environment.All business environments operate within areas of uncertainty. This book explains how simulation technology can help business managers understand and use this uncertainty to their advantage.Business simulation can support business managers across all functions of the enterprise and help create value in a number of ways. Unfortunately businesses are not taking advantage of this great technology. Profozich has managed to demystify the myth around the complexities of computer simulation and he explains the value proposition and approach in a very compelling way."
0,"who on earth greenlighted this!? . I bought this game on day one based on the fact that it was a next-gen shadowrun. I read about it and became very excited about the gameplay and the new ideas. But then I actually played it. With all the time, effort and money put into this game, why is there absolutly no single player story mode. This is based on a world with some of the richest history in pen-and-paper rpgs out there. Why could they not even muster up the time to put in even an average single player mode. (the lame bot matches and training missions don't count) I mean for crying out loud, even halo and gears of war had memorable storys and characters. And those were based on brand new ideas ad licenses. Its not that the gameplay is bad. The multi-player is actually very well thought out. But for a game that costs us 60 dollars, there is absolutly no excuse for no story mode. I'm not even going to start on the lack of maps. (which is pretty pathetic for a basically online only game."
1,"Evil power pop majesty... . On their debut album, Cheap Trick's masterful pop hooks were cut with a nasty metallic edge that quickly got sanded down on subsequent releases. Rick Nielsen's guitar crackles with a palpable electricity, and the sparse production refuses to add gloss or tidy up in any way. The vocal melodies are Beatlesque in the best sense, made all the more impressive by Robin Zander's uncanny ability to sing like both Lennon and McCartney. There's an adult malevolence at work here that is completely at odds with the harmless cartoon the band became. Forget the power pop bliss they're known for, because on this album Cheap Trick were aiming to rock."
0,This is horrible . This is a disgrace to racing and all car games in general... to bad such a powerful system does not have games like Metropolis street racing on the dreamcast. Dont buy this game... it is horrible!
0,"Avoid this brand! . I have a 20 pack of these, and niether of my recordable drives will accept them. I got one to burn, but all of the rest have been rejected at every attempt. Save yourself the trouble and look for another brand."
1,"""HIts the Mark"" RJ MacCurry, author of ""Fallen Angels"" . ""Strength and Honor: The Life of Dolly Madison"" by Richard (...) Cote is excellent reading and a work of art. Mr. Cote has once again shown that he is one of the best writers of our era. His work continues to excel and there is no limit to his artistic ability to dazzel the reader with his painting of history with a flair that only his author's brush can make. This is another masterpiece that hangs well beside ""Mary's World"" and ""Theodosia Burr Alston"""
1,"Pretty Good!! . This album is actually really good. Although short, it's definitely showsMonica has matured. Although the first track that was released was not that great, tracks like dozen roses and gotta move on makes us remember why fans will continue to support Monica. Hell No is definitely one of the best tracks on the album but what i didn't like is the fact that she tries the rapping too much. I prefer to hear her voice and think that she should stay true to the talented R&B; Singer that she is."
0,Oregon Lighthouses . I wasn't completely satisifed with this DVD. I felt it could have oferred more Scenery of the Oregon Coastline.
0,Mediocre. . This film bored me to death. The pacing is off and the protagonist is very poorly played. Not worth the effort.
0,"What went wrong? . Whomever designed this was definitely a minimalist. The ""slot"" for business cards is barely useable, the zippered compartment for the keyboard is a challenge to zip up- hope you're not in a hurry and there is absolutely NO room for an extra stylus, a memory card/stick. Save some $ and look for something else."
1,"Perfect . There is nothing I can say other than this is the perfect recording. Denyce Graves has chosen arias that we don't always get to hear and I thank her for doing so, she breathes live into the old standards from ""Carmen"" and introduces us to arias that will undoubtably become new favorites. Denyce's voice is absolutely fabulous, it's powerful yet calm and perfectly refined, I can say nothing bad about her voice or this recording."
1,"Don't you worry... . I agree with Ms Praiseworthy and Mr Eggdrop Soup, there's a straightforwardness to the jazz that makes it a little too much like fourplay, but at the same time, Mr Khan's rendition of Don't you worry 'bout a thing carries into a new height, ergo...I have the limit my review to that one song and give it some praise."
0,"Faulty battery . Got the phone yesterday and it was a nice looking phone. Exactly what i wanted. Heres the but.... The battery was warped. Very noticeably warped. Almost ready to explode. I threw it back in the box as quickly as i could, sealed it back and now i have to return it which will probably be such a hassle. I guess i could just purchase another battery to keep from having to go thru that headache. Motorola is really at fault though."
0,"BROKEN! . The glass jug came along with three other items I ordered from Amazon. And of course since I was so eager to try the jug I opened it first and uh, the thing was broken to 23443 different pieces. The ice container and the lid were the only things I could make out from the box. The packaging sucks! It wasn't even labeled as FRAGILE. Such a disappointment! I've ordered countless products from Amazon and never was I let down like this. Blah. Never again."
1,I luv it! . I love this coffeemaker and everything about it. Makes great coffee and it's super easy to use. I would reccomend this product to anyone who enjoys good coffee!
1,"Light and great . soft and comfy. After a couple wear and washes the started to get a little stringy looking, especially the white one."
0,"Wrong cable for this camera! . This cable does not fit the Coolpix 800, as advertised. Buy at your own risk."
0,"Waste of money... DON'T BOTHER! . I was so excited for this product as I can't sleep if I'm too warm and I love the cold side of a pillow! First of all, I got it and it was nearly impossible to let the air out like they said. Water spilled everywhere. I had 3 people working on it! Sure, it's cool for a little while. But after a few hours of sleep that thing REALLY heats up! I woke up one morning after about 8 sweating profusely because it had gotten so warm. Unbearably hot! It doesn't work...You know what people say about how if it sounds too good to be true it probably is? In this case, it is."
0,"Not the way to go . I brought this book and it's terrible. I took the 2001 AP and I am 100% sure I got a 5, even though I didn't get the results yet. I just know bio cold. I could have written a much better book than this (now there's an idea...) The authors talk about topics that are not important at all and do a 7th grade level review of the important topics. I would go with the Cliff's book or Barron's College Review Series in Biology if you want a review book. The best advise I can give is to read the textbook, and DO NOT waste any money on this book. This book is very poorly written."
0,"The interminal wheel of time series . After reading the reviews for this and the last couple books, I am very happy I gave up on the series in 2000. This probably would have been an excellent series if Jordan had kept it to 6 or 7 books. As it is, I think Jordan is just padding his wallet. The ego of the man is outrageous, to blame his readers, his CUSTOMERS, for getting bored with / not being able to follow his plot lines.Read George Martin's Song of Ice and Fire series. He is handling multiple plot lines the RIGHT way."
1,"The Tipping Point Tops Them All . The Tipping Point is one the greatest books I have read (right up there with Stephen Covey). I loved the Tipping Point so much,I've been recommending it to family and friends since I started the Introduction. The Tipping Point will not only leave your notepad full of new ideas, but will change the way you think about work and your life.5-stars across the board!!"
0,"Regarding The Lost World . The Lost World is a lackluster, forced sequel to Jurassic Park, a childhood favorite of mine. The fact that I could identify it as such at the age of twelve, when the book was first published, should not bode well for the prospective reader."
1,An exciting book . Brian`s parents are divorced.He is going to visit his dad who lives in New york. When a tragic accident happens.He is forced to live in the Canadian wilderness with only a hatchet and a survival kit. Hatchet is one of the best books I`ve ever read . I would recommened it to anyone who likes adventures.
1,"A highly detailed look at Honda Motorcycle history . Many books on motorcycles abound with glossy pictures but contain little facts. This slim volume by Roland Brown is quite the reverse. The majority of photos are original B&Ws, not staged fashion shots, and there is ample text. It is not a coffee table book, it is a real book! The history begins with Soichiro Honda's start after WWII and traces the company's progress to 1989. For the real motorcyclist there is plenty of technical detail which is used to show the evolution from one machine to the next, rather than being just tabulated facts. The story of the development of motorcycles, as we now know them, and the fascinating saga of a multinational company's growth, make excellent reading. My only complaint is that a book this slim (150 small pages), really doesn't warrant a price tag of $25. Never the less, I still bought it, and was glad I did."
0,"Quaint and inaccurate . Quaint and inaccurate Reviewer: Eva Webster-Frizzell from Tennessee I have read and am appalled at the first of many inaccuracies in this book. The first, most glaring to anyone from the area is the caption of the two-page ""homecoming"" picture. The actual gathering is for a baptism. Anyone not recognizing this has spent a year not learning. Very disappointed in this book. I bought the book for my sister, a PHN working with people in very poor circumstances in the Sequatchie Valley of Tennessee. She had hoped to see the documentary but missed it. I hope she can look over the problems with the book, we can forgive Yankees who try to look at and into our lives and consistently get the wrong information. By the way, our widowed mother reared twin daughters without ever resorting to welfare."
0,"AWFUL . The seller themselves were prompt with shipment and great with packaging, but this product was not worth the care the took. We couldn't use the product at all. The holes were not properly drilled to allow any screw keep the product in place in the computer. The plastic is beyond cheap. We have gone back and ordered a proper aluminum bracket and hope to have better luck. Please beware when purchasing this item!"
